id,menu
1701446020-2132,mie iblis lv 6
1701446020-2132,mie iblis lv 3
1701446020-2132,mie iblis lv 8
1701446020-2133,mie iblis lv 6
1701446020-2133,mie iblis lv 3
1701446020-2133,mie iblis lv 0
1701446020-2133,mie setan lv 8
1701446020-2133,lumpia udang
1701446020-2133,es genderuwo
1701446020-2133,udang keju
1701446020-2133,siomay ayam
1701446020-2134,lumpia udang
1701446020-2134,vanilla latte
1701446020-2134,mie iblis lv 4
1701446020-2135,udang keju
1701446020-2135,mie iblis lv 1
1701446020-2136,mie iblis lv 1
1701446020-2136,udang keju
1701446020-2136,mie iblis lv 0
1701446020-2136,siomay ayam
1701446020-2136,lumpia udang
1701446020-2137,mie iblis lv 4
1701446020-2137,mie iblis lv 3
1701446020-2138,mie iblis lv 0
1701446020-2138,mie iblis lv 1
1701446020-2138,udang rambutan
1701446020-2138,udang keju
1701446020-2138,mie angel super
1701446020-2138,lumpia udang
1701446020-2139,udang keju
1701446020-2139,mie iblis lv 1
1701446020-2139,udang rambutan
1701446020-2139,lumpia udang
1701446020-2140,mie iblis lv 2
1701446020-2140,mie iblis lv 1
1701446020-2141,udang keju
1701446020-2141,ceker ayam
1701446020-2141,mie setan lv 2
1701446020-2141,mie setan lv 1
1701446020-2142,udang keju
1701446020-2142,mie iblis lv 1
1701446020-2142,mie setan lv 2
1701446020-2143,mie iblis lv 3
1701446020-2143,mie iblis lv 1
1701446020-2143,mie angel super
1701446020-2144,mie iblis lv 3
1701446020-2144,mie iblis lv 1
1701446020-2144,udang keju
1701446020-2144,udang rambutan
1701446020-2145,udang keju
1701446020-2145,mie iblis lv 1
1701446020-2146,mie iblis lv 8
1701446020-2147,udang rambutan
1701446020-2147,udang keju
1701446020-2147,mie iblis lv 0
1701446020-2147,mie iblis lv 2
1701446020-2148,thai green tea
1701446020-2148,thai tea ori
1701446020-2148,udang rambutan
1701446020-2148,udang keju
1701446020-2148,mie iblis lv 1
1701446020-2148,mie iblis lv 8
1701446020-2148,lumpia udang
1701446020-2149,mie setan lv 1
1701446020-2149,mie iblis lv 1
1701446020-2149,es pocong
1701446020-2149,lemon tea
1701446020-2150,udang rambutan
1701446020-2150,mie iblis lv 4
1701446020-2150,mie iblis lv 1
1701446020-2151,mie iblis lv 3
1701446020-2151,udang rambutan
1701446020-2152,mie iblis lv 3
1701446020-2152,mie iblis lv 0
1701446020-2152,mie iblis lv 2
1701446020-2152,siomay ayam
1701446020-2152,udang rambutan
1701446020-2152,mie iblis lv 1
1701446020-2153,mie iblis lv 1
1701446020-2153,mie iblis lv 0
1701446020-2154,mie iblis lv 0
1701446020-2155,mie iblis lv 1
1701446020-2155,udang keju
1701446020-2156,mie iblis lv 1
1701446020-2157,mie iblis lv 1
1701446020-2158,mie iblis lv 1
1701446020-2158,udang keju
1701446020-2158,mie iblis lv 0
1701446020-2159,mie iblis lv 3
1701446020-2159,udang rambutan
1701446020-2159,lumpia udang
1701446020-2159,ice tea
1701446020-2160,mie iblis lv 3
1701446020-2160,udang rambutan
1701446020-2160,mie iblis lv 2
1701446020-2161,mie iblis lv 1
1701446020-2161,udang rambutan
1701446020-2162,mie iblis lv 1
1701446020-2162,udang keju
1701446020-2162,ice tea
1701446020-2163,mie iblis lv 2
1701446020-2163,udang keju
1701446020-2163,mie iblis lv 1
1701446020-2164,mie iblis lv 3
1701446020-2164,udang keju
1701446020-2164,lumpia udang
1701446020-2165,mie iblis lv 4
1701446020-2165,pangsit goreng
1701446020-2166,udang rambutan
1701446020-2166,udang keju
1701446020-2166,mie angel super
1701446020-2167,mie iblis lv 3
1701446020-2167,mie setan lv 3
1701446020-2167,es genderuwo
1701446020-2168,mie setan lv 4
1701446020-2168,mie iblis lv 3
1701446020-2168,pangsit goreng
1701446020-2168,mie iblis lv 1
1701446020-2169,pangsit goreng
1701446020-2169,mie iblis lv 8
1701446020-2170,mie iblis lv 8
1701446020-2170,mie iblis lv 4
1701446020-2170,mie iblis lv 3
1701446020-2170,udang rambutan
1701446020-2170,udang keju
1701446020-2171,mie iblis lv 1
1701446020-2171,udang rambutan
1701446020-2171,mie iblis lv 0
1701446020-2172,mie iblis lv 1
1701446020-2172,udang keju
1701446020-2173,mie iblis lv 2
1701446020-2173,udang keju
1701446020-2173,mie iblis lv 1
1701446020-2173,lumpia udang
1701446020-2173,mie iblis lv 3
1701446020-2174,mie iblis lv 0
1701446020-2174,mie iblis lv 2
1701446020-2174,mie setan lv 2
1701446020-2174,es genderuwo
1701446020-2174,es tuyul
1701446020-2174,milo
1701446020-2174,mie iblis lv 3
1701446020-2175,mie setan lv 1
1701446020-2175,thai tea ori
1701446020-2176,mie iblis lv 1
1701446020-2176,mie iblis lv 3
1701446020-2176,udang rambutan
1701446020-2176,udang keju
1701446020-2177,mie iblis lv 3
1701446020-2177,siomay ayam
1701446020-2178,mie setan lv 2
1701446020-2178,udang keju
1701446020-2178,lumpia udang
1701446020-2178,siomay ayam
1701446020-2178,es genderuwo
1701446020-2179,udang rambutan
1701446020-2179,mie iblis lv 8
1701446020-2179,pangsit goreng
1701446020-2180,mie iblis lv 1
1701446020-2180,udang rambutan
1701446020-2181,mie iblis lv 1
1701446020-2181,mie iblis lv 3
1701446020-2182,udang keju
1701446020-2182,mie angel super
1701446020-2182,mie setan lv 4
1701446020-2183,mie setan lv 2
1701446020-2183,mie iblis lv 1
1701446020-2183,siomay ayam
1701446020-2183,lumpia udang
1701446020-2184,mie setan lv 3
1701446020-2184,udang rambutan
1701446020-2184,mie setan lv 1
1701446020-2184,mie iblis lv 8
1701446020-2185,mie iblis lv 1
1701446020-2185,mie iblis lv 3
1701446020-2185,udang keju
1701446020-2185,lumpia udang
1701446020-2186,mie iblis lv 3
1701446020-2186,mie iblis lv 0
1701446020-2186,udang rambutan
1701446020-2187,mie iblis lv 1
1701446020-2187,mie iblis lv 3
1701446020-2188,lumpia udang
1701446020-2188,udang keju
1701446020-2188,mie iblis lv 0
1701446020-2188,mie setan lv 1
1701446020-2189,udang rambutan
1701446020-2189,mie iblis lv 3
1701446020-2189,udang keju
1701446020-2189,mie iblis lv 0
1701446020-2189,siomay ayam
1701446020-2189,pangsit goreng
1701446020-2190,mie setan lv 3
1701446020-2191,mie iblis lv 1
1701446020-2191,mie iblis lv 0
1701446020-2192,mie iblis lv 2
1701446020-2192,mie iblis lv 3
1701446020-2192,udang rambutan
1701446020-2193,mie angel super
1701446020-2193,mie iblis lv 3
1701446020-2193,mie setan lv 1
1701446020-2193,es genderuwo
1701446020-2194,mie iblis lv 3
1701446020-2194,udang rambutan
1701446020-2194,udang keju
1701446020-2195,udang keju
1701446020-2195,mie setan lv 1
1701446020-2195,siomay ayam
1701446020-2195,thai green tea
1701446020-2196,udang rambutan
1701446020-2196,mie iblis lv 3
1701446020-2197,mie iblis lv 6
1701446020-2197,mie iblis lv 1
1701446020-2197,es coklat
1701446020-2197,thai tea ori
1701446020-2197,mie angel super
1701446020-2198,mie iblis lv 4
1701446020-2199,mie angel super
1701446020-2199,mie iblis lv 0
1701446020-2200,siomay ayam
1701446020-2200,mie iblis lv 1
1701446020-2200,mie iblis lv 2
1701446020-2200,udang keju
1701446020-2201,mie iblis lv 4
1701446020-2201,mie setan lv 2
1701446020-2202,mie iblis lv 4
1701446020-2202,mie angel super
1701446020-2203,mie setan lv 8
1701446020-2203,mie setan lv 4
1701446020-2204,mie iblis lv 6
1701446020-2204,es tuyul
1701446020-2204,udang rambutan
1701446020-2205,mie iblis lv 3
1701446020-2206,mie iblis lv 3
1701446020-2206,thai tea ori
1701446020-2206,ice tea
1701446020-2207,mie iblis lv 4
1701446020-2207,mie iblis lv 3
1701446020-2207,mie setan lv 8
1701446020-2207,mie angel super
1701446020-2207,thai green tea
1701446020-2208,udang rambutan
1701446020-2208,udang keju
1701446020-2208,lumpia udang
1701446020-2208,mie iblis lv 1
1701446020-2208,mie iblis lv 3
1701446020-2209,mie iblis lv 4
1701446020-2209,lumpia udang
1701446020-2209,mie iblis lv 2
1701446020-2209,udang rambutan
1701446020-2210,mie iblis lv 3
1701446020-2210,udang rambutan
1701446020-2210,mie iblis lv 0
1701446020-2211,mie angel super
1701446020-2211,mie iblis lv 2
1701446020-2211,udang keju
1701446020-2212,mie iblis lv 1
1701446020-2212,udang keju
1701446020-2212,mie setan lv 2
1701446020-2212,lumpia udang
1701446020-2213,mie iblis lv 8
1701446020-2213,mie iblis lv 6
1701446020-2213,mie iblis lv 4
1701446020-2213,mie iblis lv 0
1701446020-2214,mie iblis lv 2
1701446020-2214,mie iblis lv 3
1701446020-2214,mie iblis lv 4
1701446020-2214,udang rambutan
1701446020-2214,lumpia udang
1701446020-2214,udang keju
1701446020-2215,mie angel super
1701446020-2215,mie iblis lv 3
1701446020-2216,mie iblis lv 3
1701446020-2216,mie setan lv 3
1701446020-2216,milo
1701446020-2217,mie setan lv 3
1701446020-2217,mie iblis lv 1
1701446020-2217,udang rambutan
1701446020-2217,siomay ayam
1701446020-2218,mie iblis lv 2
1701446020-2218,mie iblis lv 4
1701446020-2218,udang keju
1701446020-2218,lumpia udang
1701446020-2219,mie iblis lv 1
1701446020-2219,ceker ayam
1701446020-2219,lumpia udang
1701446020-2220,mie iblis lv 3
1701446020-2220,lumpia udang
1701446020-2220,udang keju
1701446020-2220,mie iblis lv 0
1701446020-2220,mie iblis lv 6
1701446020-2220,udang rambutan
1701446020-2221,mie angel super
1701446020-2221,mie iblis lv 3
1701446020-2222,udang keju
1701446020-2222,mie iblis lv 3
1701446020-2222,thai tea ori
1701446020-2223,udang rambutan
1701446020-2223,mie iblis lv 0
1701446020-2223,mie iblis lv 8
1701446020-2224,mie angel super
1701446020-2224,mie iblis lv 1
1701446020-2224,mie setan lv 1
1701446020-2225,mie iblis lv 3
1701446020-2225,lumpia udang
1701446020-2226,udang keju
1701446020-2226,mie iblis lv 4
1701446020-2226,udang rambutan
1701446020-2227,mie iblis lv 8
1701446020-2227,thai tea ori
1701446020-2228,mie setan lv 1
1701446020-2228,pangsit goreng
1701446020-2229,mie iblis lv 8
1701446020-2229,mie setan lv 4
1701446020-2230,mie iblis lv 3
1701446020-2230,mie iblis lv 1
1701446020-2230,mie iblis lv 4
1701446020-2230,mie iblis lv 0
1701446020-2231,udang rambutan
1701446020-2231,mie iblis lv 1
1701446020-2231,mie iblis lv 4
1701446020-2231,mie iblis lv 0
1701446020-2231,es genderuwo
1701446020-2232,udang rambutan
1701446020-2232,udang keju
1701446020-2232,mie setan lv 1
1701446020-2232,mie iblis lv 1
1701446020-2233,udang rambutan
1701446020-2233,pangsit goreng
1701446020-2233,mie iblis lv 2
1701446020-2234,mie iblis lv 1
1701446020-2234,siomay ayam
1701446020-2234,ice tea
1701446020-2235,mie iblis lv 3
1701446020-2235,udang keju
1701446020-2235,siomay ayam
1701446020-2235,udang rambutan
1701446020-2235,mie iblis lv 1
1701446020-2236,mie iblis lv 1
1701446020-2236,mie iblis lv 2
1701446020-2236,siomay ayam
1701446020-2236,lumpia udang
1701446020-2236,mie angel super
1701446020-2236,pangsit goreng
1701446020-2237,mie setan lv 1
1701446020-2237,mie iblis lv 2
1701446020-2237,udang rambutan
1701446020-2238,mie iblis lv 1
1701446020-2238,mie iblis lv 6
1701446020-2238,udang rambutan
1701446020-2238,siomay ayam
1701446020-2239,mie iblis lv 1
1701446020-2239,mie iblis lv 2
1701446020-2239,mie iblis lv 3
1701446020-2240,udang rambutan
1701446020-2240,siomay ayam
1701446020-2240,mie iblis lv 2
1701446020-2241,udang rambutan
1701446020-2241,mie iblis lv 1
1701446020-2241,mie setan lv 1
1701446020-2242,udang rambutan
1701446020-2242,mie iblis lv 1
1701446020-2243,mie iblis lv 1
1701446020-2243,siomay ayam
1701446020-2243,pangsit goreng
1701446020-2243,lumpia udang
1701446020-2244,mie iblis lv 1
1701446020-2244,orange
1701446020-2244,udang rambutan
1701446020-2245,mie iblis lv 3
1701446020-2245,udang keju
1701446020-2245,siomay ayam
1701446020-2245,mie iblis lv 1
1701446020-2246,mie iblis lv 0
1701446020-2246,mie setan lv 1
1701446020-2247,mie iblis lv 1
1701446020-2247,mie iblis lv 0
1701446020-2247,mie iblis lv 2
1701446020-2248,mie iblis lv 3
1701446020-2248,siomay ayam
1701446020-2248,mie angel super
1701446020-2249,pangsit goreng
1701446020-2249,mie setan lv 8
1701446020-2250,udang keju
1701446020-2250,mie angel super
1701446020-2251,thai green tea
1701446020-2251,mie iblis lv 4
1701446020-2251,lumpia udang
1701446020-2252,mie iblis lv 1
1701446020-2252,udang rambutan
1701446020-2253,mie iblis lv 4
1701446020-2254,udang keju
1701446020-2254,siomay ayam
1701446020-2254,mie setan lv 2
1701446020-2254,mie iblis lv 1
1701446020-2255,mie iblis lv 6
1701446020-2255,udang rambutan
1701446020-2255,mie iblis lv 1
1701446020-2255,lumpia udang
1701446020-2256,mie iblis lv 1
1701446020-2256,udang keju
1701446020-2256,lumpia udang
1701446020-2257,mie iblis lv 2
1701446020-2257,mie iblis lv 1
1701446020-2257,mie iblis lv 3
1701446020-2258,mie iblis lv 1
1701446020-2258,mie iblis lv 0
1701446020-2258,mie iblis lv 3
1701446020-2258,mie iblis lv 4
1701446020-2259,mie iblis lv 8
1701446020-2259,mie iblis lv 1
1701446020-2259,mie angel super
1701446020-2259,mie iblis lv 3
1701446020-2259,pangsit goreng
1701446020-2259,lumpia udang
1701446020-2259,udang rambutan
1701446020-2260,mie iblis lv 4
1701446020-2261,lumpia udang
1701446020-2261,mie iblis lv 4
1701446020-2262,pangsit goreng
1701446020-2262,es sundel bolong
1701446020-2262,siomay ayam
1701446020-2262,mie iblis lv 3
1701446020-2263,ice tea
1701446020-2263,siomay ayam
1701446020-2263,udang keju
1701446020-2264,mie iblis lv 1
1701446020-2264,lumpia udang
1701446020-2264,udang keju
1701446020-2264,mie iblis lv 2
1701446020-2265,mie iblis lv 1
1701446020-2265,siomay ayam
1701446020-2265,udang rambutan
1701446020-2266,thai green tea
1701446020-2266,udang keju
1701446020-2266,mie setan lv 1
1701446020-2267,mie iblis lv 3
1701446020-2267,udang rambutan
1701446020-2267,udang keju
1701446020-2267,mie iblis lv 1
1701446020-2268,mie iblis lv 6
1701446020-2268,mie iblis lv 4
1701446020-2268,thai green tea
1701446020-2269,udang keju
1701446020-2269,mie iblis lv 3
1701446020-2269,mie iblis lv 1
1701446020-2269,es sundel bolong
1701446020-2270,udang keju
1701446020-2270,udang rambutan
1701446020-2271,mie iblis lv 8
1701446020-2271,mie iblis lv 0
1701446020-2272,udang keju
1701446020-2272,mie iblis lv 1
1701446020-2272,siomay ayam
1701446020-2273,mie iblis lv 3
1701446020-2273,udang keju
1701446020-2273,thai green tea
1701446020-2274,udang keju
1701446020-2274,mie iblis lv 1
1701446020-2274,es coklat
1701446020-2274,thai green tea
1701446020-2275,udang rambutan
1701446020-2275,udang keju
1701446020-2275,mie iblis lv 1
1701446020-2275,mie setan lv 1
1701446020-2276,udang rambutan
1701446020-2276,mie setan lv 3
1701446020-2276,mie setan lv 2
1701446020-2276,es genderuwo
1701446020-2276,mie angel super
1701446020-2277,mie iblis lv 3
1701446020-2278,mie setan lv 1
1701446020-2278,mie iblis lv 1
1701446020-2278,mie angel super
1701446020-2278,udang keju
1701446020-2279,mie iblis lv 3
1701446020-2279,udang keju
1701446020-2279,mie angel super
1701446020-2279,thai tea ori
1701446020-2279,pangsit goreng
1701446020-2280,mie iblis lv 3
1701446020-2280,lumpia udang
1701446020-2280,mie iblis lv 4
1701446020-2281,mie iblis lv 3
1701446020-2282,siomay ayam
1701446020-2282,mie setan lv 1
1701446020-2282,udang keju
1701446020-2283,mie iblis lv 1
1701446020-2283,mie angel super
1701446020-2284,mie iblis lv 8
1701446020-2285,mie angel super
1701446020-2286,es genderuwo
1701446020-2286,mie iblis lv 0
1701446020-2286,mie setan lv 3
1701446020-2287,mie setan lv 4
1701446020-2287,siomay ayam
1701446020-2287,mie setan lv 6
1701446020-2288,mie iblis lv 1
1701446020-2288,mie iblis lv 3
1701446020-2288,udang keju
1701446020-2289,udang rambutan
1701446020-2289,udang keju
1701446020-2289,siomay ayam
1701446020-2289,lumpia udang
1701446020-2289,thai green tea
1701446020-2290,udang keju
1701446020-2290,mie angel super
1701446020-2291,mie iblis lv 0
1701446020-2291,mie setan lv 3
1701446020-2291,mie angel super
1701446020-2291,pangsit goreng
1701446020-2292,mie iblis lv 1
1701446020-2292,siomay ayam
1701446020-2293,udang keju
1701446020-2293,mie iblis lv 3
1701446020-2293,mie iblis lv 1
1701446020-2293,mie iblis lv 2
1701446020-2293,pangsit goreng
1701446020-2293,udang rambutan
1701446020-2294,mie angel super
1701446020-2294,udang keju
1701446020-2295,mie iblis lv 3
1701446020-2296,mie iblis lv 1
1701446020-2296,mie angel super
1701446020-2296,siomay ayam
1701446020-2297,udang keju
1701446020-2297,mie iblis lv 1
1701446020-2297,mie iblis lv 4
1701446020-2298,mie iblis lv 3
1701446020-2298,mie iblis lv 1
1701446020-2299,lumpia udang
1701446020-2299,udang rambutan
1701446020-2299,thai green tea
1701446020-2299,mie iblis lv 4
1701446020-2300,siomay ayam
1701446020-2300,udang keju
1701446020-2300,udang rambutan
1701446020-2301,siomay ayam
1701446020-2301,udang rambutan
1701446020-2301,mie iblis lv 3
1701446020-2302,mie iblis lv 3
1701446020-2302,mie setan lv 1
1701446020-2302,mie setan lv 2
1701446020-2302,udang rambutan
1701446020-2302,es genderuwo
1701446020-2302,mie iblis lv 4
1701446020-2302,es coklat
1701446020-2303,mie iblis lv 4
1701446020-2304,mie iblis lv 3
1701446020-2304,siomay ayam
1701446020-2304,udang rambutan
1701446020-2304,mie iblis lv 0
1701446020-2304,pangsit goreng
1701446020-2304,lumpia udang
1701446020-2304,mie iblis lv 4
1701446020-2305,udang rambutan
1701446020-2305,mie iblis lv 3
1701446020-2305,mie setan lv 3
1701446020-2305,mie iblis lv 0
1701446020-2305,lumpia udang
1701446020-2305,mie setan lv 1
1701446020-2306,siomay ayam
1701446020-2306,mie setan lv 2
1701446020-2307,mie iblis lv 3
1701446020-2307,udang keju
1701446020-2308,mie iblis lv 8
1701446020-2308,siomay ayam
1701446020-2308,udang keju
1701446020-2308,es genderuwo
1701446020-2308,mie iblis lv 6
1701446020-2309,mie setan lv 3
1701446020-2309,mie iblis lv 3
1701446020-2309,mie iblis lv 4
1701446020-2310,udang rambutan
1701446020-2310,lumpia udang
1701446020-2310,mie iblis lv 1
1701446020-2310,siomay ayam
1701446020-2311,mie iblis lv 2
1701446020-2311,mie iblis lv 0
1701446020-2311,es genderuwo
1701446020-2311,udang keju
1701446020-2311,udang rambutan
1701446020-2312,udang rambutan
1701446020-2312,siomay ayam
1701446020-2312,mie iblis lv 4
1701446020-2312,mie iblis lv 6
1701446020-2313,siomay ayam
1701446020-2313,mie iblis lv 1
1701446020-2313,mie iblis lv 3
1701446020-2314,udang rambutan
1701446020-2314,siomay ayam
1701446020-2314,lumpia udang
1701446020-2314,mie iblis lv 3
1701446020-2315,udang rambutan
1701446020-2315,mie iblis lv 3
1701446020-2316,udang keju
1701446020-2316,mie iblis lv 3
1701446020-2316,thai green tea
1701446020-2317,udang keju
1701446020-2317,mie iblis lv 2
1701446020-2318,pangsit goreng
1701446020-2318,mie setan lv 6
1701446020-2319,mie angel super
1701446020-2319,mie iblis lv 4
1701446020-2319,es coklat
1701446020-2320,siomay ayam
1701446020-2320,lumpia udang
1701446020-2320,mie iblis lv 3
1701446020-2320,mie iblis lv 0
1701446020-2321,udang rambutan
1701446020-2321,mie iblis lv 1
1701446020-2321,mie iblis lv 2
1701446020-2321,thai green tea
1701446020-2321,mie iblis lv 6
1701446020-2321,es tuyul
1701446020-2322,udang keju
1701446020-2322,mie iblis lv 1
1701446020-2322,es tuyul
1701446020-2323,udang keju
1701446020-2323,mie iblis lv 4
1701446020-2323,siomay ayam
1701446020-2324,es tuyul
1701446020-2324,udang rambutan
1701446020-2324,udang keju
1701446020-2324,mie iblis lv 3
1701446020-2324,mie angel super
1701446020-2324,mie setan lv 2
1701446020-2325,mie iblis lv 3
1701446020-2326,mie iblis lv 3
1701446020-2326,mie iblis lv 1
1701446020-2327,udang rambutan
